27, "[{'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'tpscroll'}, {'time': -89, 'key': 'wind_lace'}, {'time': -89, 'key': 'enchanted_mango'}, {'time': -89, 'key': 'enchanted_mango'}, {'time': 43, 'key': 'ward_sentry'}, {'time': 44, 'key': 'flask'}, {'time': 262, 'key': 'ward_observer'}, {'time': 263, 'key': 'tpscroll'}, {'time': 272, 'key': 'tango'}, {'time': 272, 'key': 'clarity'}, {'time': 345, 'key': 'boots'}, {'time': 346, 'key': 'tpscroll'}, {'time': 392, 'key': 'smoke_of_deceit'}, {'time': 629, 'key': 'tranquil_boots'}, {'time': 629, 'key': 'ring_of_regen'}, {'time': 631, 'key': 'smoke_of_deceit'}, {'time': 633, 'key': 'tpscroll'}, {'time': 633, 'key': 'clarity'}, {'time': 634, 'key': 'tpscroll'}, {'time': 641, 'key': 'ward_sentry'}, {'time': 729, 'key': 'magic_stick'}, {'time': 729, 'key': 'branches'}, {'time': 729, 'key': 'branches'}, {'time': 730, 'key': 'magic_wand'}, {'time': 744, 'key': 'wind_lace'}, {'time': 796, 'key': 'tpscroll'}, {'time': 817, 'key': 'faerie_fire'}, {'time': 820, 'key': 'clarity'}, {'time': 820, 'key': 'clarity'}, {'time': 919, 'key': 'void_stone'}, {'time': 1083, 'key': 'aether_lens'}, {'time': 1083, 'key': 'energy_booster'}, {'time': 1154, 'key': 'clarity'}, {'time': 1154, 'key': 'clarity'}, {'time': 1201, 'key': 'staff_of_wizardry'}, {'time': 1204, 'key': 'tome_of_knowledge'}, {'time': 1358, 'key': 'tpscroll'}, {'time': 1392, 'key': 'ward_sentry'}, {'time': 1402, 'key': 'point_booster'}, {'time': 1534, 'key': 'clarity'}, {'time': 1534, 'key': 'tpscroll'}, {'time': 1535, 'key': 'ward_sentry'}, {'time': 1537, 'key': 'staff_of_wizardry'}, {'time': 1648, 'key': 'ogre_axe'}, {'time': 1763, 'key': 'blade_of_alacrity'}, {'time': 1766, 'key': 'clarity'}, {'time': 1772, 'key': 'tpscroll'}, {'time': 1808, 'key': 'ultimate_scepter'}, {'time': 1828, 'key': 'tpscroll'}, {'time': 1924, 'key': 'tome_of_knowledge'}, {'time': 1989, 'key': 'tpscroll'}]"
3, "[{'time': -89, 'key': 'enchanted_mango'}, {'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'clarity'}, {'time': -89, 'key': 'tpscroll'}, {'time': 18, 'key': 'magic_stick'}, {'time': 187, 'key': 'tango'}, {'time': 187, 'key': 'ward_observer'}, {'time': 312, 'key': 'boots'}, {'time': 313, 'key': 'tpscroll'}, {'time': 313, 'key': 'tpscroll'}, {'time': 388, 'key': 'wind_lace'}, {'time': 388, 'key': 'ring_of_regen'}, {'time': 389, 'key': 'clarity'}, {'time': 390, 'key': 'ward_observer'}, {'time': 403, 'key': 'tranquil_boots'}, {'time': 556, 'key': 'ward_observer'}, {'time': 556, 'key': 'clarity'}, {'time': 591, 'key': 'wind_lace'}, {'time': 594, 'key': 'ward_observer'}, {'time': 613, 'key': 'tome_of_knowledge'}, {'time': 617, 'key': 'ward_sentry'}, {'time': 623, 'key': 'ward_sentry'}, {'time': 731, 'key': 'ward_observer'}, {'time': 736, 'key': 'branches'}, {'time': 736, 'key': 'branches'}, {'time': 736, 'key': 'ward_sentry'}, {'time': 737, 'key': 'smoke_of_deceit'}, {'time': 746, 'key': 'clarity'}, {'time': 747, 'key': 'clarity'}, {'time': 778, 'key': 'magic_wand'}, {'time': 823, 'key': 'ward_sentry'}, {'time': 823, 'key': 'ward_sentry'}, {'time': 894, 'key': 'ward_observer'}, {'time': 909, 'key': 'tpscroll'}, {'time': 917, 'key': 'ward_sentry'}, {'time': 918, 'key': 'cloak'}, {'time': 932, 'key': 'tpscroll'}, {'time': 1041, 'key': 'ward_observer'}, {'time': 1128, 'key': 'ward_observer'}, {'time': 1149, 'key': 'quelling_blade'}, {'time': 1156, 'key': 'smoke_of_deceit'}, {'time': 1226, 'key': 'ward_sentry'}, {'time': 1226, 'key': 'ward_sentry'}, {'time': 1227, 'key': 'tpscroll'}, {'time': 1364, 'key': 'ward_observer'}, {'time': 1365, 'key': 'ward_sentry'}, {'time': 1369, 'key': 'ward_sentry'}, {'time': 1430, 'key': 'shadow_amulet'}, {'time': 1438, 'key': 'ward_observer'}, {'time': 1442, 'key': 'clarity'}, {'time': 1455, 'key': 'clarity'}, {'time': 1485, 'key': 'glimmer_cape'}, {'time': 1536, 'key': 'ward_observer'}, {'time': 1536, 'key': 'ward_sentry'}, {'time': 1584, 'key': 'ward_sentry'}, {'time': 1584, 'key': 'ward_sentry'}, {'time': 1584, 'key': 'ward_sentry'}, {'time': 1676, 'key': 'ward_observer'}, {'time': 1678, 'key': 'tpscroll'}, {'time': 1688, 'key': 'smoke_of_deceit'}, {'time': 1692, 'key': 'tpscroll'}, {'time': 1788, 'key': 'tpscroll'}, {'time': 1790, 'key': 'ward_sentry'}, {'time': 1894, 'key': 'energy_booster'}, {'time': 1904, 'key': 'ward_observer'}, {'time': 1905, 'key': 'ward_sentry'}, {'time': 1968, 'key': 'ward_observer'}]"
96, "[{'time': -89, 'key': 'ward_observer'}, {'time': -89, 'key': 'enchanted_mango'}, {'time': -89, 'key': 'tpscroll'}, {'time': -89, 'key': 'stout_shield'}, {'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'flask'}, {'time': 36, 'key': 'quelling_blade'}, {'time': 154, 'key': 'boots'}, {'time': 181, 'key': 'tpscroll'}, {'time': 182, 'key': 'tango'}, {'time': 306, 'key': 'ring_of_health'}, {'time': 365, 'key': 'ring_of_regen'}, {'time': 366, 'key': 'tpscroll'}, {'time': 367, 'key': 'tpscroll'}, {'time': 377, 'key': 'tango'}, {'time': 482, 'key': 'hood_of_defiance'}, {'time': 482, 'key': 'cloak'}, {'time': 803, 'key': 'blink'}, {'time': 807, 'key': 'clarity'}, {'time': 938, 'key': 'tpscroll'}, {'time': 938, 'key': 'tpscroll'}, {'time': 987, 'key': 'ring_of_regen'}, {'time': 987, 'key': 'branches'}, {'time': 987, 'key': 'headdress'}, {'time': 1027, 'key': 'pipe'}, {'time': 1028, 'key': 'wind_lace'}, {'time': 1029, 'key': 'tranquil_boots'}, {'time': 1029, 'key': 'ring_of_regen'}, {'time': 1032, 'key': 'clarity'}, {'time': 1196, 'key': 'tpscroll'}, {'time': 1196, 'key': 'tpscroll'}, {'time': 1245, 'key': 'void_stone'}, {'time': 1375, 'key': 'staff_of_wizardry'}, {'time': 1375, 'key': 'wind_lace'}, {'time': 1430, 'key': 'cyclone'}, {'time': 1546, 'key': 'tpscroll'}, {'time': 1546, 'key': 'tpscroll'}, {'time': 1713, 'key': 'reaver'}, {'time': 1835, 'key': 'tpscroll'}, {'time': 1835, 'key': 'tpscroll'}, {'time': 1891, 'key': 'vitality_booster'}, {'time': 1901, 'key': 'heart'}, {'time': 1901, 'key': 'vitality_booster'}]"
9, "[{'time': -89, 'key': 'tango_single'}, {'time': -89, 'key': 'tango_single'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'wraith_band'}, {'time': -89, 'key': 'faerie_fire'}, {'time': -89, 'key': 'tpscroll'}, {'time': 4, 'key': 'flask'}, {'time': 9, 'key': 'circlet'}, {'time': 9, 'key': 'slippers'}, {'time': 48, 'key': 'tango'}, {'time': 70, 'key': 'wraith_band'}, {'time': 151, 'key': 'sobi_mask'}, {'time': 151, 'key': 'ring_of_basilius'}, {'time': 151, 'key': 'ring_of_protection'}, {'time': 173, 'key': 'ring_of_aquila'}, {'time': 262, 'key': 'bottle'}, {'time': 264, 'key': 'bottle'}, {'time': 314, 'key': 'boots'}, {'time': 430, 'key': 'gloves'}, {'time': 430, 'key': 'belt_of_strength'}, {'time': 459, 'key': 'power_treads'}, {'time': 642, 'key': 'mithril_hammer'}, {'time': 643, 'key': 'tpscroll'}, {'time': 654, 'key': 'clarity'}, {'time': 654, 'key': 'clarity'}, {'time': 822, 'key': 'javelin'}, {'time': 871, 'key': 'tpscroll'}, {'time': 872, 'key': 'maelstrom'}, {'time': 992, 'key': 'blade_of_alacrity'}, {'time': 993, 'key': 'boots_of_elves'}, {'time': 993, 'key': 'yasha'}, {'time': 1029, 'key': 'tpscroll'}, {'time': 1402, 'key': 'ogre_axe'}, {'time': 1402, 'key': 'mithril_hammer'}, {'time': 1402, 'key': 'black_king_bar'}, {'time': 1417, 'key': 'tpscroll'}, {'time': 1418, 'key': 'tpscroll'}, {'time': 1680, 'key': 'tpscroll'}, {'time': 1712, 'key': 'manta'}, {'time': 1712, 'key': 'ultimate_orb'}, {'time': 1735, 'key': 'tpscroll'}, {'time': 1844, 'key': 'hyperstone'}, {'time': 1905, 'key': 'clarity'}, {'time': 1906, 'key': 'clarity'}, {'time': 1921, 'key': 'mjollnir'}]"
114, "[{'time': -89, 'key': 'stout_shield'}, {'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'flask'}, {'time': -89, 'key': 'tpscroll'}, {'time': 50, 'key': 'quelling_blade'}, {'time': 53, 'key': 'magic_stick'}, {'time': 144, 'key': 'boots'}, {'time': 209, 'key': 'tango'}, {'time': 213, 'key': 'infused_raindrop'}, {'time': 299, 'key': 'circlet'}, {'time': 299, 'key': 'slippers'}, {'time': 299, 'key': 'wraith_band'}, {'time': 415, 'key': 'sobi_mask'}, {'time': 415, 'key': 'ring_of_protection'}, {'time': 416, 'key': 'branches'}, {'time': 416, 'key': 'branches'}, {'time': 493, 'key': 'magic_wand'}, {'time': 493, 'key': 'ring_of_basilius'}, {'time': 493, 'key': 'ring_of_aquila'}, {'time': 497, 'key': 'tpscroll'}, {'time': 547, 'key': 'gloves'}, {'time': 547, 'key': 'power_treads'}, {'time': 547, 'key': 'belt_of_strength'}, {'time': 685, 'key': 'clarity'}, {'time': 687, 'key': 'clarity'}, {'time': 938, 'key': 'tpscroll'}, {'time': 1135, 'key': 'radiance'}, {'time': 1135, 'key': 'relic'}, {'time': 1199, 'key': 'ogre_axe'}, {'time': 1199, 'key': 'clarity'}, {'time': 1200, 'key': 'tpscroll'}, {'time': 1448, 'key': 'mithril_hammer'}, {'time': 1470, 'key': 'clarity'}, {'time': 1470, 'key': 'clarity'}, {'time': 1533, 'key': 'black_king_bar'}, {'time': 1675, 'key': 'blade_of_alacrity'}, {'time': 1675, 'key': 'boots_of_elves'}, {'time': 1676, 'key': 'yasha'}, {'time': 1715, 'key': 'tpscroll'}, {'time': 1830, 'key': 'tpscroll'}, {'time': 1936, 'key': 'manta'}, {'time': 1936, 'key': 'ultimate_orb'}, {'time': 1937, 'key': 'tpscroll'}]"
110, "[{'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'flask'}, {'time': -89, 'key': 'faerie_fire'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'tpscroll'}, {'time': -89, 'key': 'enchanted_mango'}, {'time': 276, 'key': 'infused_raindrop'}, {'time': 303, 'key': 'circlet'}, {'time': 303, 'key': 'ring_of_protection'}, {'time': 307, 'key': 'urn_of_shadows'}, {'time': 310, 'key': 'ward_observer'}, {'time': 421, 'key': 'magic_stick'}, {'time': 501, 'key': 'tpscroll'}, {'time': 526, 'key': 'branches'}, {'time': 601, 'key': 'tome_of_knowledge'}, {'time': 628, 'key': 'magic_wand'}, {'time': 661, 'key': 'tpscroll'}, {'time': 809, 'key': 'dust'}, {'time': 864, 'key': 'wind_lace'}, {'time': 886, 'key': 'tpscroll'}, {'time': 950, 'key': 'tpscroll'}, {'time': 1205, 'key': 'tome_of_knowledge'}, {'time': 1274, 'key': 'vitality_booster'}, {'time': 1278, 'key': 'spirit_vessel'}, {'time': 1310, 'key': 'tpscroll'}, {'time': 1430, 'key': 'wind_lace'}, {'time': 1432, 'key': 'dust'}, {'time': 1432, 'key': 'tpscroll'}, {'time': 1558, 'key': 'tpscroll'}, {'time': 1641, 'key': 'ward_sentry'}, {'time': 1641, 'key': 'ward_sentry'}, {'time': 1659, 'key': 'smoke_of_deceit'}, {'time': 1698, 'key': 'infused_raindrop'}, {'time': 1804, 'key': 'tome_of_knowledge'}, {'time': 1888, 'key': 'platemail'}, {'time': 2056, 'key': 'gem'}, {'time': 2175, 'key': 'tpscroll'}, {'time': 2390, 'key': 'tpscroll'}, {'time': 2529, 'key': 'dust'}, {'time': 2538, 'key': 'shivas_guard'}, {'time': 2538, 'key': 'mystic_staff'}, {'time': 2583, 'key': 'tpscroll'}]"
45, "[{'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'tpscroll'}, {'time': -89, 'key': 'flask'}, {'time': -89, 'key': 'enchanted_mango'}, {'time': -89, 'key': 'circlet'}, {'time': 30, 'key': 'magic_stick'}, {'time': 150, 'key': 'boots'}, {'time': 246, 'key': 'arcane_boots'}, {'time': 246, 'key': 'energy_booster'}, {'time': 304, 'key': 'infused_raindrop'}, {'time': 311, 'key': 'branches'}, {'time': 311, 'key': 'branches'}, {'time': 371, 'key': 'magic_wand'}, {'time': 445, 'key': 'void_stone'}, {'time': 499, 'key': 'clarity'}, {'time': 499, 'key': 'clarity'}, {'time': 500, 'key': 'clarity'}, {'time': 501, 'key': 'enchanted_mango'}, {'time': 501, 'key': 'enchanted_mango'}, {'time': 543, 'key': 'aether_lens'}, {'time': 682, 'key': 'clarity'}, {'time': 682, 'key': 'clarity'}, {'time': 682, 'key': 'mantle'}, {'time': 683, 'key': 'null_talisman'}, {'time': 683, 'key': 'circlet'}, {'time': 683, 'key': 'mantle'}, {'time': 686, 'key': 'clarity'}, {'time': 687, 'key': 'tpscroll'}, {'time': 715, 'key': 'null_talisman'}, {'time': 845, 'key': 'veil_of_discord'}, {'time': 845, 'key': 'helm_of_iron_will'}, {'time': 845, 'key': 'tpscroll'}, {'time': 875, 'key': 'tpscroll'}, {'time': 881, 'key': 'clarity'}, {'time': 881, 'key': 'clarity'}, {'time': 1017, 'key': 'staff_of_wizardry'}, {'time': 1066, 'key': 'tpscroll'}, {'time': 1277, 'key': 'tpscroll'}, {'time': 1278, 'key': 'clarity'}, {'time': 1419, 'key': 'circlet'}, {'time': 1419, 'key': 'mantle'}, {'time': 1419, 'key': 'null_talisman'}, {'time': 1419, 'key': 'dagon'}, {'time': 1487, 'key': 'clarity'}, {'time': 1496, 'key': 'dagon_2'}, {'time': 1699, 'key': 'wind_lace'}, {'time': 1699, 'key': 'ring_of_regen'}, {'time': 1701, 'key': 'wind_lace'}, {'time': 1702, 'key': 'tranquil_boots'}, {'time': 1861, 'key': 'shadow_amulet'}, {'time': 1862, 'key': 'glimmer_cape'}, {'time': 1862, 'key': 'cloak'}, {'time': 1863, 'key': 'clarity'}, {'time': 2268, 'key': 'clarity'}, {'time': 2285, 'key': 'dagon_3'}, {'time': 2285, 'key': 'dagon_4'}, {'time': 2534, 'key': 'dagon_5'}, {'time': 2801, 'key': 'ogre_axe'}, {'time': 2801, 'key': 'quarterstaff'}, {'time': 2801, 'key': 'sobi_mask'}, {'time': 2801, 'key': 'oblivion_staff'}, {'time': 2801, 'key': 'echo_sabre'}, {'time': 2801, 'key': 'robe'}]"
3, "[{'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'faerie_fire'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'tpscroll'}, {'time': 118, 'key': 'magic_stick'}, {'time': 270, 'key': 'ward_observer'}, {'time': 328, 'key': 'boots'}, {'time': 456, 'key': 'ward_observer'}, {'time': 456, 'key': 'ward_observer'}, {'time': 456, 'key': 'ward_observer'}, {'time': 456, 'key': 'smoke_of_deceit'}, {'time': 550, 'key': 'ward_sentry'}, {'time': 579, 'key': 'magic_wand'}, {'time': 667, 'key': 'tpscroll'}, {'time': 732, 'key': 'ward_sentry'}, {'time': 732, 'key': 'ward_sentry'}, {'time': 733, 'key': 'ward_observer'}, {'time': 780, 'key': 'wind_lace'}, {'time': 811, 'key': 'tpscroll'}, {'time': 867, 'key': 'smoke_of_deceit'}, {'time': 884, 'key': 'ward_observer'}, {'time': 913, 'key': 'smoke_of_deceit'}, {'time': 938, 'key': 'ward_observer'}, {'time': 955, 'key': 'ward_sentry'}, {'time': 1025, 'key': 'ward_observer'}, {'time': 1099, 'key': 'ward_sentry'}, {'time': 1100, 'key': 'tpscroll'}, {'time': 1165, 'key': 'ward_sentry'}, {'time': 1248, 'key': 'ward_observer'}, {'time': 1250, 'key': 'smoke_of_deceit'}, {'time': 1286, 'key': 'ward_observer'}, {'time': 1300, 'key': 'ward_observer'}, {'time': 1326, 'key': 'ward_sentry'}, {'time': 1347, 'key': 'ring_of_regen'}, {'time': 1348, 'key': 'ward_sentry'}, {'time': 1365, 'key': 'tranquil_boots'}, {'time': 1418, 'key': 'ward_observer'}, {'time': 1459, 'key': 'ward_observer'}, {'time': 1482, 'key': 'ward_sentry'}, {'time': 1484, 'key': 'ward_sentry'}, {'time': 1548, 'key': 'ward_sentry'}, {'time': 1562, 'key': 'ward_observer'}, {'time': 1596, 'key': 'ward_sentry'}, {'time': 1626, 'key': 'ward_observer'}, {'time': 1627, 'key': 'ward_sentry'}, {'time': 1720, 'key': 'tpscroll'}, {'time': 1732, 'key': 'wind_lace'}, {'time': 1733, 'key': 'ward_sentry'}, {'time': 1743, 'key': 'ward_observer'}, {'time': 1821, 'key': 'ward_sentry'}, {'time': 1821, 'key': 'ward_sentry'}, {'time': 1821, 'key': 'ward_observer'}, {'time': 1822, 'key': 'tpscroll'}, {'time': 1823, 'key': 'ward_observer'}, {'time': 1893, 'key': 'infused_raindrop'}, {'time': 1895, 'key': 'quelling_blade'}, {'time': 1901, 'key': 'tpscroll'}, {'time': 1921, 'key': 'ward_sentry'}, {'time': 1922, 'key': 'ward_sentry'}, {'time': 1922, 'key': 'ward_sentry'}, {'time': 1942, 'key': 'ward_observer'}, {'time': 2013, 'key': 'ward_sentry'}, {'time': 2013, 'key': 'ward_sentry'}, {'time': 2110, 'key': 'ward_observer'}, {'time': 2112, 'key': 'tpscroll'}, {'time': 2113, 'key': 'clarity'}, {'time': 2264, 'key': 'shadow_amulet'}, {'time': 2265, 'key': 'glimmer_cape'}, {'time': 2265, 'key': 'cloak'}, {'time': 2266, 'key': 'smoke_of_deceit'}, {'time': 2267, 'key': 'ward_observer'}, {'time': 2271, 'key': 'ward_observer'}, {'time': 2271, 'key': 'ward_sentry'}, {'time': 2271, 'key': 'ward_sentry'}, {'time': 2271, 'key': 'ward_sentry'}, {'time': 2432, 'key': 'ward_observer'}, {'time': 2438, 'key': 'tome_of_knowledge'}, {'time': 2441, 'key': 'ward_sentry'}, {'time': 2512, 'key': 'ward_observer'}, {'time': 2512, 'key': 'ward_sentry'}, {'time': 2554, 'key': 'energy_booster'}, {'time': 2569, 'key': 'ward_sentry'}, {'time': 2569, 'key': 'ward_sentry'}, {'time': 2613, 'key': 'ward_observer'}, {'time': 2613, 'key': 'ward_sentry'}, {'time': 2614, 'key': 'ward_sentry'}, {'time': 2673, 'key': 'ward_sentry'}, {'time': 2673, 'key': 'ward_sentry'}, {'time': 2790, 'key': 'void_stone'}, {'time': 2793, 'key': 'aether_lens'}, {'time': 2794, 'key': 'ward_observer'}]"
74, "[{'time': -89, 'key': 'null_talisman'}, {'time': -89, 'key': 'tango_single'}, {'time': -89, 'key': 'tango_single'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'tpscroll'}, {'time': 64, 'key': 'flask'}, {'time': 64, 'key': 'mantle'}, {'time': 126, 'key': 'circlet'}, {'time': 141, 'key': 'enchanted_mango'}, {'time': 226, 'key': 'null_talisman'}, {'time': 314, 'key': 'boots'}, {'time': 362, 'key': 'infused_raindrop'}, {'time': 440, 'key': 'tpscroll'}, {'time': 599, 'key': 'blades_of_attack'}, {'time': 599, 'key': 'blades_of_attack'}, {'time': 620, 'key': 'phase_boots'}, {'time': 762, 'key': 'gloves'}, {'time': 842, 'key': 'tpscroll'}, {'time': 1055, 'key': 'hand_of_midas'}, {'time': 1135, 'key': 'tpscroll'}, {'time': 1158, 'key': 'staff_of_wizardry'}, {'time': 1159, 'key': 'tpscroll'}, {'time': 1307, 'key': 'ogre_axe'}, {'time': 1352, 'key': 'tpscroll'}, {'time': 1421, 'key': 'tpscroll'}, {'time': 1591, 'key': 'blade_of_alacrity'}, {'time': 1592, 'key': 'tpscroll'}, {'time': 1758, 'key': 'tpscroll'}, {'time': 1805, 'key': 'ultimate_scepter'}, {'time': 1805, 'key': 'point_booster'}, {'time': 1805, 'key': 'ogre_axe'}, {'time': 2006, 'key': 'tpscroll'}, {'time': 2043, 'key': 'mithril_hammer'}, {'time': 2043, 'key': 'black_king_bar'}, {'time': 2112, 'key': 'tpscroll'}, {'time': 2415, 'key': 'tpscroll'}, {'time': 2516, 'key': 'void_stone'}, {'time': 2516, 'key': 'pers'}, {'time': 2516, 'key': 'ring_of_health'}, {'time': 2544, 'key': 'ultimate_orb'}, {'time': 2552, 'key': 'sphere'}]"
10, "[{'time': -89, 'key': 'circlet'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'tango'}, {'time': -89, 'key': 'branches'}, {'time': -89, 'key': 'tpscroll'}, {'time': 137, 'key': 'slippers'}, {'time': 203, 'key': 'sobi_mask'}, {'time': 246, 'key': 'wraith_band'}, {'time': 269, 'key': 'ring_of_basilius'}, {'time': 269, 'key': 'ring_of_aquila'}, {'time': 269, 'key': 'ring_of_protection'}, {'time': 382, 'key': 'magic_wand'}, {'time': 382, 'key': 'magic_stick'}, {'time': 382, 'key': 'boots'}, {'time': 449, 'key': 'infused_raindrop'}, {'time': 475, 'key': 'tpscroll'}, {'time': 622, 'key': 'gloves'}, {'time': 622, 'key': 'power_treads'}, {'time': 622, 'key': 'belt_of_strength'}, {'time': 728, 'key': 'lifesteal'}, {'time': 876, 'key': 'tpscroll'}, {'time': 893, 'key': 'ogre_axe'}, {'time': 910, 'key': 'boots_of_elves'}, {'time': 952, 'key': 'boots_of_elves'}, {'time': 969, 'key': 'dragon_lance'}, {'time': 1017, 'key': 'ogre_axe'}, {'time': 1116, 'key': 'mithril_hammer'}, {'time': 1130, 'key': 'tpscroll'}, {'time': 1263, 'key': 'black_king_bar'}, {'time': 1512, 'key': 'ultimate_orb'}, {'time': 1702, 'key': 'ring_of_health'}, {'time': 1711, 'key': 'pers'}, {'time': 1711, 'key': 'void_stone'}, {'time': 1717, 'key': 'sphere'}, {'time': 1909, 'key': 'ultimate_orb'}, {'time': 1981, 'key': 'ultimate_orb'}, {'time': 1981, 'key': 'skadi'}, {'time': 1981, 'key': 'point_booster'}, {'time': 2212, 'key': 'quarterstaff'}, {'time': 2244, 'key': 'mask_of_madness'}, {'time': 2280, 'key': 'eagle'}, {'time': 2280, 'key': 'butterfly'}, {'time': 2280, 'key': 'talisman_of_evasion'}, {'time': 2479, 'key': 'tpscroll'}, {'time': 2481, 'key': 'tpscroll'}, {'time': 2534, 'key': 'circlet'}, {'time': 2534, 'key': 'slippers'}, {'time': 2534, 'key': 'wraith_band'}, {'time': 2534, 'key': 'staff_of_wizardry'}, {'time': 2535, 'key': 'ring_of_regen'}, {'time': 2535, 'key': 'force_staff'}, {'time': 2549, 'key': 'hurricane_pike'}, {'time': 2586, 'key': 'tpscroll'}]"
